sheet,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,bonus,pctaff,meals,open,hrsopen,psoda,pfry,pentree,nregs,nregs11,type2,status2,date2,ncalls2,empft2,emppt2,nmgrs2,wage_st2,inctime2,firstin2,special2,meals2,open2r,hrsopen2,psoda2,pfry2,pentree2,nregs2,nregs112,firmid,postevent,NJ,emp
286,3,1,1,1,0,0,0,0,0,4,1,15,3,4.75,13,0.25,0,66,2,10,11.5,1.12,,0.95,2,1,1,1,111692,1,2,15,3,5.05,26,0.18,0,2,10,11.5,1.02,1.01,0.94,2,1,229,1,1,17
287,3,1,1,1,0,0,0,0,0,2,3,18,3,4.5,13,0.17,0,70,2,6,16,1.06,0.91,0.95,5,3,1,1,111292,,2,15,3,5.05,4,0.15,0,2,6,16,1.01,1.01,0.94,5,3,230,0,1,21
287,3,1,1,1,0,0,0,0,0,2,3,18,3,4.5,13,0.17,0,70,2,6,16,1.06,0.91,0.95,5,3,1,1,111292,,2,15,3,5.05,4,0.15,0,2,6,16,1.01,1.01,0.94,5,3,230,1,1,17
288,3,1,1,1,0,0,0,0,0,3,0,20,3,4.75,,0.25,0,15,2,6,16,1.02,0.95,0.95,6,4,1,1,111292,,5,9,3,5.05,19,0.15,0,2,6,16,1.01,1.01,0.89,5,2,231,0,1,20
288,3,1,1,1,0,0,0,0,0,3,0,20,3,4.75,,0.25,0,15,2,6,16,1.02,0.95,0.95,6,4,1,1,111292,,5,9,3,5.05,19,0.15,0,2,6,16,1.01,1.01,0.89,5,2,231,1,1,14
289,3,1,1,1,0,0,0,0,0,2,2,12,2,4.25,13,0.2,0,50,2,6,16,1.02,0.95,0.95,5,3,1,1,111292,,3,10,2,5.05,26,0.25,0,2,7,15,1.01,1.01,2,6,3,232,0,1,14
289,3,1,1,1,0,0,0,0,0,2,2,12,2,4.25,13,0.2,0,50,2,6,16,1.02,0.95,0.95,5,3,1,1,111292,,3,10,2,5.05,26,0.25,0,2,7,15,1.01,1.01,2,6,3,232,1,1,13
290,4,0,1,1,0,0,0,0,0,1,8,12,3,4.75,26,0.1,0,35,3,10.5,12.5,0.95,0.89,0.95,2,2,1,1,111392,1,0,23,2,5.05,,,0,1,10.5,11.5,1,0.85,0.94,2,2,233,0,1,20
290,4,0,1,1,0,0,0,0,0,1,8,12,3,4.75,26,0.1,0,35,3,10.5,12.5,0.95,0.89,0.95,2,2,1,1,111392,1,0,23,2,5.05,,,0,1,10.5,11.5,1,0.85,0.94,2,2,233,1,1,23
291,4,0,1,1,0,0,0,0,0,0,4,20,3,4.55,16,0.12,0,25,1,10.5,11.5,0.95,0.86,0.95,2,2,1,1,111392,,5,16,3,5.1,17,0.1,1,2,10.5,11.5,1,0.85,0.94,2,2,234,0,1,24
291,4,0,1,1,0,0,0,0,0,0,4,20,3,4.55,16,0.12,0,25,1,10.5,11.5,0.95,0.86,0.95,2,2,1,1,111392,,5,16,3,5.1,17,0.1,1,2,10.5,11.5,1,0.85,0.94,2,2,234,1,1,21
292,4,0,1,1,0,0,0,0,1,2,10,15,3,4.8,26,0.12,0,2,1,7,16,0.95,0.92,0.95,2,1,1,1,111392,,15,11,3,5.05,52,0.25,1,1,7,16,1,0.84,2.69,2,2,235,0,1,25
292,4,0,1,1,0,0,0,0,1,2,10,15,3,4.8,26,0.12,0,2,1,7,16,0.95,0.92,0.95,2,1,1,1,111392,,15,11,3,5.05,52,0.25,1,1,7,16,1,0.84,2.69,2,2,235,1,1,26
294,1,0,1,0,0,1,0,0,0,3,0,35,3,,26,0.2,0,70,2,7,16,1.06,0.95,0.95,3,3,1,1,110992,,0,35,3,5.05,26,0.2,0,2,7,16,1.05,0.94,0.94,3,2,236,0,1,35
294,1,0,1,0,0,1,0,0,0,3,0,35,3,,26,0.2,0,70,2,7,16,1.06,0.95,0.95,3,3,1,1,110992,,0,35,3,5.05,26,0.2,0,2,7,16,1.05,0.94,0.94,3,2,236,1,1,35
296,1,1,1,0,0,1,0,0,0,0,5,16,4,5.3,26,0.25,0,50,2,7,16,1.06,0.95,1.01,3,3,1,1,111892,3,4,9,6,5.05,13,,0,2,7,16,1.05,0.94,1,3,2,237,0,1,21
296,1,1,1,0,0,1,0,0,0,0,5,16,4,5.3,26,0.25,0,50,2,7,16,1.06,0.95,1.01,3,3,1,1,111892,3,4,9,6,5.05,13,,0,2,7,16,1.05,0.94,1,3,2,237,1,1,13
297,1,1,1,0,0,1,0,0,0,1,9,15,3,4.25,13,0.05,0,100,2,7,16,1.06,0.91,0.98,3,3,1,1,111792,2,15,30,4,5.05,26,0.15,0,2,7,16,1.05,0.94,0.98,3,2,238,0,1,24
297,1,1,1,0,0,1,0,0,0,1,9,15,3,4.25,13,0.05,0,100,2,7,16,1.06,0.91,0.98,3,3,1,1,111792,2,15,30,4,5.05,26,0.15,0,2,7,16,1.05,0.94,0.98,3,2,238,1,1,45
299,2,1,1,0,0,1,0,0,0,0,3,8,2,5,26,,0,0,1,10.5,11.5,1.06,0.85,2.34,3,2,1,1,111792,1,6,12,2,5.05,13,0.25,0,1,11,11.5,1.05,0.84,2.32,3,2,239,0,1,11
299,2,1,1,0,0,1,0,0,0,0,3,8,2,5,26,,0,0,1,10.5,11.5,1.06,0.85,2.34,3,2,1,1,111792,1,6,12,2,5.05,13,0.25,0,1,11,11.5,1.05,0.84,2.32,3,2,239,1,1,18
301,2,1,1,0,0,1,0,0,0,4,8,12,5,5,11,0.36,1,0,3,11,10.5,1.06,0.85,2.34,3,1,1,1,111492,1,2,7,1,5.05,4,0.5,0,2,11,10.5,0.94,0.84,2.32,3,2,240,0,1,20
301,2,1,1,0,0,1,0,0,0,4,8,12,5,5,11,0.36,1,0,3,11,10.5,1.06,0.85,2.34,3,1,1,1,111492,1,2,7,1,5.05,4,0.5,0,2,11,10.5,0.94,0.84,2.32,3,2,240,1,1,9
303,3,1,1,0,0,1,0,0,0,0,10,35,3,4.35,26,0.27,1,28,2,6,17,1.12,1,1.02,6,5,1,1,111692,,12,35,3,5.05,13,0.15,0,2,7,16,1.05,1.05,1.05,5,3,241,0,1,45
303,3,1,1,0,0,1,0,0,0,0,10,35,3,4.35,26,0.27,1,28,2,6,17,1.12,1,1.02,6,5,1,1,111692,,12,35,3,5.05,13,0.15,0,2,7,16,1.05,1.05,1.05,5,3,241,1,1,47
304,3,0,1,0,0,1,0,0,0,3,10,20,3,4.5,26,0.37,0,50,2,6,17,1.27,1.27,2.24,5,3,1,1,111292,,10,15,4,5.05,26,0.38,1,1,0,24,1.4,1.29,1.05,5,5,242,0,1,30
304,3,0,1,0,0,1,0,0,0,3,10,20,3,4.5,26,0.37,0,50,2,6,17,1.27,1.27,2.24,5,3,1,1,111292,,10,15,4,5.05,26,0.38,1,1,0,24,1.4,1.29,1.05,5,5,242,1,1,25
305,3,1,1,0,0,1,0,0,0,2,0,20,3,4.39,,,0,,2,6,17,1.27,1.27,1.06,5,4,1,1,111792,1,5,22,4,5.05,2,0.35,0,1,6,18,1.37,1.31,1.05,5,4,243,0,1,20
305,3,1,1,0,0,1,0,0,0,2,0,20,3,4.39,,,0,,2,6,17,1.27,1.27,1.06,5,4,1,1,111792,1,5,22,4,5.05,2,0.35,0,1,6,18,1.37,1.31,1.05,5,4,243,1,1,27
306,3,1,1,0,0,1,0,0,0,0,15,15,3,,17,,0,,2,6,17,1.02,,1.06,4,4,1,1,111792,1,6,20,3,5.05,26,0.23,0,2,6,18,1.11,1.05,1.05,,2,244,0,1,30
306,3,1,1,0,0,1,0,0,0,0,15,15,3,,17,,0,,2,6,17,1.02,,1.06,4,4,1,1,111792,1,6,20,3,5.05,26,0.23,0,2,6,18,1.11,1.05,1.05,,2,244,1,1,26
307,3,1,1,0,0,1,0,0,0,0,17.5,17.5,4,4.25,15,0.5,0,90,2,6,18,1.19,1.19,1.06,5,5,1,1,111892,1,25,25,6,5.2,,,0,2,0,24,1.26,,1.05,5,5,245,0,1,35
307,3,1,1,0,0,1,0,0,0,0,17.5,17.5,4,4.25,15,0.5,0,90,2,6,18,1.19,1.19,1.06,5,5,1,1,111892,1,25,25,6,5.2,,,0,2,0,24,1.26,,1.05,5,5,245,1,1,50
310,4,0,1,0,0,1,0,0,0,2,0,28,4,4.25,13,0.25,1,61,2,10.5,11.5,0.91,0.91,1.94,2,1,1,1,111392,,3,23,3,5.05,26,0.3,0,2,10.5,11.5,0.97,0.9,2.06,2,2,246,0,1,28
310,4,0,1,0,0,1,0,0,0,2,0,28,4,4.25,13,0.25,1,61,2,10.5,11.5,0.91,0.91,1.94,2,1,1,1,111392,,3,23,3,5.05,26,0.3,0,2,10.5,11.5,0.97,0.9,2.06,2,2,246,1,1,26
311,4,0,1,0,0,1,0,0,0,2,0,30,4,,26,0.32,1,78,2,10.5,11.5,0.91,0.91,1.06,2,2,1,1,111392,,35,30,3,5.05,,0.2,0,2,10.5,11.5,1.01,0.95,1.05,2,2,247,0,1,30
311,4,0,1,0,0,1,0,0,0,2,0,30,4,,26,0.32,1,78,2,10.5,11.5,0.91,0.91,1.06,2,2,1,1,111392,,35,30,3,5.05,,0.2,0,2,10.5,11.5,1.01,0.95,1.05,2,2,247,1,1,65
312,1,0,1,1,0,0,0,0,1,3,4,6,3,4.25,10,0.22,0,100,1,8,11,1.22,1.06,0.93,3,1,1,1,110992,,3,2,3,5.05,4,0.25,0,1,9,10,1.26,1.05,1.02,3,1,248,0,1,10
312,1,0,1,1,0,0,0,0,1,3,4,6,3,4.25,10,0.22,0,100,1,8,11,1.22,1.06,0.93,3,1,1,1,110992,,3,2,3,5.05,4,0.25,0,1,9,10,1.26,1.05,1.02,3,1,248,1,1,5
313,1,0,1,1,0,0,0,0,1,0,11,9,4,4.5,4,0.25,0,80,1,7,15,1.06,0.93,0.94,3,2,1,1,110992,,0,30,,5.05,8,0.25,0,1,7,15,1,1.01,0.89,3,3,249,0,1,20
313,1,0,1,1,0,0,0,0,1,0,11,9,4,4.5,4,0.25,0,80,1,7,15,1.06,0.93,0.94,3,2,1,1,110992,,0,30,,5.05,8,0.25,0,1,7,15,1,1.01,0.89,3,3,249,1,1,30
314,1,0,1,1,0,0,0,0,1,8,8,12,3,4.62,4,0.25,0,80,1,7,15,1.06,0.95,0.91,3,2,1,1,110992,,15,6,4,5.25,13,0.15,0,1,6,16,1.05,0.74,0.94,3,3,250,0,1,20
314,1,0,1,1,0,0,0,0,1,8,8,12,3,4.62,4,0.25,0,80,1,7,15,1.06,0.95,0.91,3,2,1,1,110992,,15,6,4,5.25,13,0.15,0,1,6,16,1.05,0.74,0.94,3,3,250,1,1,21
315,1,0,1,1,0,0,0,0,0,0,5,19,2,,4,0.25,1,65,3,7,16,1,0.85,0.88,3,2,1,1,110992,,4.5,20,2,5.05,8,0.08,0,2,7,16,1.05,0.84,0.87,3,2,251,0,1,24
315,1,0,1,1,0,0,0,0,0,0,5,19,2,,4,0.25,1,65,3,7,16,1,0.85,0.88,3,2,1,1,110992,,4.5,20,2,5.05,8,0.08,0,2,7,16,1.05,0.84,0.87,3,2,251,1,1,24.5
316,1,1,1,1,0,0,0,0,1,0,15,15,3,4.62,8,0.25,0,10,2,7,16,1.06,0.92,0.87,3,2,1,1,111692,,12,14,3,5.05,26,0.15,1,2,7,16,1.05,0.94,0.94,,,252,0,1,30
316,1,1,1,1,0,0,0,0,1,0,15,15,3,4.62,8,0.25,0,10,2,7,16,1.06,0.92,0.87,3,2,1,1,111692,,12,14,3,5.05,26,0.15,1,2,7,16,1.05,0.94,0.94,,,252,1,1,26
317,1,0,1,1,0,0,0,0,1,3,0,8,2,4.25,13,0.17,0,100,1,8,12,1.22,0.93,0.96,3,1,1,1,111792,1,4,0,3,5.05,8,0.13,0,1,8,10.5,1.26,1.05,1.05,2,1,253,0,1,8
317,1,0,1,1,0,0,0,0,1,3,0,8,2,4.25,13,0.17,0,100,1,8,12,1.22,0.93,0.96,3,1,1,1,111792,1,4,0,3,5.05,8,0.13,0,1,8,10.5,1.26,1.05,1.05,2,1,253,1,1,4
318,2,0,1,1,0,0,0,0,1,3,5,7,3,4.75,13,0.25,1,36,2,11,12,1.23,0.98,2.61,3,3,1,1,111292,,7,6,4,5.05,13,0.5,1,1,10.5,11.5,1.11,0.95,2.59,3,3,254,0,1,12
318,2,0,1,1,0,0,0,0,1,3,5,7,3,4.75,13,0.25,1,36,2,11,12,1.23,0.98,2.61,3,3,1,1,111292,,7,6,4,5.05,13,0.5,1,1,10.5,11.5,1.11,0.95,2.59,3,3,254,1,1,13
319,2,0,1,1,0,0,0,0,1,2,0,11,3,4.62,2.5,0.12,1,,2,10.5,12.5,1.06,0.85,3.95,,,1,1,111292,,22,4,3,5.05,13,0.25,1,1,10.5,11.5,0.95,0.9,2.43,4,3,255,0,1,11
319,2,0,1,1,0,0,0,0,1,2,0,11,3,4.62,2.5,0.12,1,,2,10.5,12.5,1.06,0.85,3.95,,,1,1,111292,,22,4,3,5.05,13,0.25,1,1,10.5,11.5,0.95,0.9,2.43,4,3,255,1,1,26
320,2,0,1,1,0,0,0,0,1,0,5,9,2,5,13,0.12,1,0,2,11,12,1.12,0.8,2.45,4,4,1,1,111392,,4,6,3,5.05,,,0,1,11,11,1.05,0.84,2.43,4,3,256,0,1,14
320,2,0,1,1,0,0,0,0,1,0,5,9,2,5,13,0.12,1,0,2,11,12,1.12,0.8,2.45,4,4,1,1,111392,,4,6,3,5.05,,,0,1,11,11,1.05,0.84,2.43,4,3,256,1,1,10
321,2,0,1,1,0,0,0,0,1,0,3,14,3,5,,0.25,0,10,2,10.5,12.5,1.12,0.85,2.45,4,2,1,1,111492,2,4,11,2,5.05,13,0.15,0,1,11,12,1.05,0.84,2.43,4,3,257,0,1,17
321,2,0,1,1,0,0,0,0,1,0,3,14,3,5,,0.25,0,10,2,10.5,12.5,1.12,0.85,2.45,4,2,1,1,111492,2,4,11,2,5.05,13,0.15,0,1,11,12,1.05,0.84,2.43,4,3,257,1,1,15
322,3,1,1,1,0,0,0,0,1,0,8,13,4,4.75,13,0.15,0,25,2,6,16,1.06,1.06,1.02,6,2,1,1,111692,1,12,5,4,5.05,13,,0,2,7,15,0.96,1.01,0.94,6,3,258,0,1,21
322,3,1,1,1,0,0,0,0,1,0,8,13,4,4.75,13,0.15,0,25,2,6,16,1.06,1.06,1.02,6,2,1,1,111692,1,12,5,4,5.05,13,,0,2,7,15,0.96,1.01,0.94,6,3,258,1,1,17
324,3,0,1,1,0,0,0,0,0,2,20,46,5,5.25,26,0.2,0,0,2,0,24,1.18,1.06,,5,2,2,1,121892,4,22,39,5,5.05,52,0.25,1,2,0,24,1.22,1.05,1.05,5,2,259,0,1,66
324,3,0,1,1,0,0,0,0,0,2,20,46,5,5.25,26,0.2,0,0,2,0,24,1.18,1.06,,5,2,2,1,121892,4,22,39,5,5.05,52,0.25,1,2,0,24,1.22,1.05,1.05,5,2,259,1,1,61
325,3,1,1,1,0,0,0,0,1,0,4,15,4,4.5,10,0.25,0,50,2,6,15,1.09,1.06,0.79,6,3,1,1,111692,,1,15,3,5.05,26,0.1,0,2,7,15,1.02,1.01,1.01,6,3,260,0,1,19
325,3,1,1,1,0,0,0,0,1,0,4,15,4,4.5,10,0.25,0,50,2,6,15,1.09,1.06,0.79,6,3,1,1,111692,,1,15,3,5.05,26,0.1,0,2,7,15,1.02,1.01,1.01,6,3,260,1,1,16
326,3,1,1,1,0,0,0,0,1,3,18,45,5,5.15,11,0.15,0,7,2,0,24,1.26,0.99,,4,3,1,1,111892,1,0,45,4,5.05,,,0,2,0,24,1.22,,1.05,4,2,261,0,1,63
326,3,1,1,1,0,0,0,0,1,3,18,45,5,5.15,11,0.15,0,7,2,0,24,1.26,0.99,,4,3,1,1,111892,1,0,45,4,5.05,,,0,2,0,24,1.22,,1.05,4,2,261,1,1,45
330,4,0,1,1,0,0,0,0,1,0,4,16,3,5.42,13,0.12,1,0,1,10.5,15.5,1.01,0.86,0.95,2,2,1,1,111392,,3,20,3,5.67,52,0.25,0,1,10.5,14.5,0.94,0.79,1.26,2,2,262,0,1,20
330,4,0,1,1,0,0,0,0,1,0,4,16,3,5.42,13,0.12,1,0,1,10.5,15.5,1.01,0.86,0.95,2,2,1,1,111392,,3,20,3,5.67,52,0.25,0,1,10.5,14.5,0.94,0.79,1.26,2,2,262,1,1,23
333,1,0,1,0,1,0,0,0,0,0,2,16.5,4,4.25,13,0.2,0,100,2,7,15,1.02,0.88,0.82,4,,1,1,110992,,3,20,3,5.05,13,0.18,0,2,7,15,1.04,0.87,0.87,3,3,263,0,1,18.5
333,1,0,1,0,1,0,0,0,0,0,2,16.5,4,4.25,13,0.2,0,100,2,7,15,1.02,0.88,0.82,4,,1,1,110992,,3,20,3,5.05,13,0.18,0,2,7,15,1.04,0.87,0.87,3,3,263,1,1,23
334,1,0,1,1,0,0,0,0,0,0,10,10,3,5,4,0.17,0,0,3,9,12.5,0.91,0.91,0.91,3,3,1,1,110992,,0,20,3,5.05,26,0.18,,3,9,12.5,0.9,0.9,0.85,3,2,264,0,1,20
334,1,0,1,1,0,0,0,0,0,0,10,10,3,5,4,0.17,0,0,3,9,12.5,0.91,0.91,0.91,3,3,1,1,110992,,0,20,3,5.05,26,0.18,,3,9,12.5,0.9,0.9,0.85,3,2,264,1,1,20
335,1,1,1,1,0,0,0,0,0,0,9,10,3,,13,0.17,0,100,1,6,17,1.06,0.92,0.92,5,2,1,1,111892,3,7,13,3,5.05,26,0.13,0,1,6,17,1.05,0.94,0.94,5,2,265,0,1,19
335,1,1,1,1,0,0,0,0,0,0,9,10,3,,13,0.17,0,100,1,6,17,1.06,0.92,0.92,5,2,1,1,111892,3,7,13,3,5.05,26,0.13,0,1,6,17,1.05,0.94,0.94,5,2,265,1,1,20
336,1,0,1,1,0,0,0,0,0,2,28,12,4,4.5,4,0.2,0,80,2,7,15,1.02,0.91,0.93,3,2,1,1,110992,,10,20,5,5.05,6,0.2,0,2,6,16,0.95,1.05,0.94,3,3,266,0,1,40
336,1,0,1,1,0,0,0,0,0,2,28,12,4,4.5,4,0.2,0,80,2,7,15,1.02,0.91,0.93,3,2,1,1,110992,,10,20,5,5.05,6,0.2,0,2,6,16,0.95,1.05,0.94,3,3,266,1,1,30
337,1,1,1,1,0,0,0,0,0,0,5,29.5,5,4.87,,0.3,0,90,3,7,17,1.06,0.93,0.93,4,3,1,1,110992,,25,5,3,5.05,26,,0,2,7,17,,,,,,267,0,1,34.5
337,1,1,1,1,0,0,0,0,0,0,5,29.5,5,4.87,,0.3,0,90,3,7,17,1.06,0.93,0.93,4,3,1,1,110992,,25,5,3,5.05,26,,0,2,7,17,,,,,,267,1,1,30
339,1,1,1,1,0,0,0,0,0,2,18,6,2,4.25,26,0.37,0,70,3,7,16,1.06,0.85,0.95,3,3,1,1,111692,,5,9,2,5.05,13,0.25,1,1,7,16,0.95,0.95,0.95,3,3,268,0,1,24
339,1,1,1,1,0,0,0,0,0,2,18,6,2,4.25,26,0.37,0,70,3,7,16,1.06,0.85,0.95,3,3,1,1,111692,,5,9,2,5.05,13,0.25,1,1,7,16,0.95,0.95,0.95,3,3,268,1,1,14
340,1,0,1,1,0,0,0,0,0,3,6,30,3,4.25,26,0.1,0,30,2,7.5,14.5,0.96,0.95,0.85,5,4,1,1,111692,,15,17,2,5.05,8,0.15,0,2,6,16,1.05,0.84,0.84,5,4,269,0,1,36
340,1,0,1,1,0,0,0,0,0,3,6,30,3,4.25,26,0.1,0,30,2,7.5,14.5,0.96,0.95,0.85,5,4,1,1,111692,,15,17,2,5.05,8,0.15,0,2,6,16,1.05,0.84,0.84,5,4,269,1,1,32
341,2,1,1,1,0,0,0,0,0,0,2,7,2,4.62,4,0.25,0,33,1,11,9.5,0.95,0.74,2.34,3,3,1,1,111492,,3,7,3,5.05,,,0,1,11,11,0.9,0.84,2.32,4,2,270,0,1,9
341,2,1,1,1,0,0,0,0,0,0,2,7,2,4.62,4,0.25,0,33,1,11,9.5,0.95,0.74,2.34,3,3,1,1,111492,,3,7,3,5.05,,,0,1,11,11,0.9,0.84,2.32,4,2,270,1,1,10
343,2,1,1,1,0,0,0,0,0,0,10,6,2,4.75,26,0.25,0,43,2,11,10.5,0.95,0.74,2.34,4,3,1,1,111892,4,4,11,2,5.05,6,0.15,0,2,11,12,0.95,0.85,2.32,4,3,271,0,1,16
343,2,1,1,1,0,0,0,0,0,0,10,6,2,4.75,26,0.25,0,43,2,11,10.5,0.95,0.74,2.34,4,3,1,1,111892,4,4,11,2,5.05,6,0.15,0,2,11,12,0.95,0.85,2.32,4,3,271,1,1,15
346,2,1,1,1,0,0,0,0,0,0,2,10.5,2,4.25,19,0.2,0,,2,11,10,0.95,,,4,3,1,1,111292,,3,12,3,,,,0,1,11,11,0.85,,,,,272,0,1,12.5
346,2,1,1,1,0,0,0,0,0,0,2,10.5,2,4.25,19,0.2,0,,2,11,10,0.95,,,4,3,1,1,111292,,3,12,3,,,,0,1,11,11,0.85,,,,,272,1,1,15
348,3,1,1,0,1,0,0,0,0,0,3,10.5,3,4.25,13,0.2,0,75,2,10.5,10.5,1.02,1.06,0.95,3,2,2,3,121892,1,0,0,0,,,,,,,,,,,,,273,0,1,13.5
348,3,1,1,0,1,0,0,0,0,0,3,10.5,3,4.25,13,0.2,0,75,2,10.5,10.5,1.02,1.06,0.95,3,2,2,3,121892,1,0,0,0,,,,,,,,,,,,,273,1,1,0
349,3,1,1,1,0,0,0,0,0,1,2.5,27,5,5,6,0.15,0,10,2,6,16,1.12,0.91,0.95,3,3,1,1,111192,,0,20,4,5.05,4,0.18,0,2,7,15,1.01,1.01,0.94,3,3,274,0,1,29.5
349,3,1,1,1,0,0,0,0,0,1,2.5,27,5,5,6,0.15,0,10,2,6,16,1.12,0.91,0.95,3,3,1,1,111192,,0,20,4,5.05,4,0.18,0,2,7,15,1.01,1.01,0.94,3,3,274,1,1,20
350,3,1,1,1,0,0,0,0,0,0,8,9,4,4.75,13,0.37,0,60,2,6,16,1.06,0.91,1.12,5,,1,1,111892,1,5,20,2,5.05,13,0.23,0,2,6,17,1.01,1.01,0.89,5,4,275,0,1,17
350,3,1,1,1,0,0,0,0,0,0,8,9,4,4.75,13,0.37,0,60,2,6,16,1.06,0.91,1.12,5,,1,1,111892,1,5,20,2,5.05,13,0.23,0,2,6,17,1.01,1.01,0.89,5,4,275,1,1,25
351,3,1,1,1,0,0,0,0,0,1,2,27.5,3,4.25,,,0,,2,6,16,1.02,0.9,0.95,4,3,1,1,111792,2,10,20,4,5.05,52,0.53,0,2,6,16,1.01,1.01,0.73,4,2,276,0,1,29.5
351,3,1,1,1,0,0,0,0,0,1,2,27.5,3,4.25,,,0,,2,6,16,1.02,0.9,0.95,4,3,1,1,111792,2,10,20,4,5.05,52,0.53,0,2,6,16,1.01,1.01,0.73,4,2,276,1,1,30
354,4,0,1,1,0,0,0,0,0,3,14,7,3,5.06,4,0.25,1,10,1,10.5,10.5,0.95,0.86,0.95,2,2,1,1,111392,,9,7,3,5.05,13,0.23,0,1,10.5,10.5,1,0.85,0.94,2,2,277,0,1,21
354,4,0,1,1,0,0,0,0,0,3,14,7,3,5.06,4,0.25,1,10,1,10.5,10.5,0.95,0.86,0.95,2,2,1,1,111392,,9,7,3,5.05,13,0.23,0,1,10.5,10.5,1,0.85,0.94,2,2,277,1,1,16
355,4,0,1,0,1,0,0,0,0,0,2,17,3,4.87,26,0.15,1,100,1,10.5,11.5,0.95,0.92,0.95,2,2,1,1,111392,,3,17,2,,,,0,1,10.5,11.5,1,0.85,0.89,2,2,278,0,1,19
355,4,0,1,0,1,0,0,0,0,0,2,17,3,4.87,26,0.15,1,100,1,10.5,11.5,0.95,0.92,0.95,2,2,1,1,111392,,3,17,2,,,,0,1,10.5,11.5,1,0.85,0.89,2,2,278,1,1,20
356,4,0,1,1,0,0,0,0,0,3,11.5,10,4,5.05,13,,1,0,1,10.5,11.5,0.95,0.8,1.06,2,2,1,1,111492,,0,28,4,5.05,17,0.15,1,1,10.5,11.5,1,0.85,1.05,2,2,279,0,1,21.5
356,4,0,1,1,0,0,0,0,0,3,11.5,10,4,5.05,13,,1,0,1,10.5,11.5,0.95,0.8,1.06,2,2,1,1,111492,,0,28,4,5.05,17,0.15,1,1,10.5,11.5,1,0.85,1.05,2,2,279,1,1,28
357,4,0,1,0,0,1,0,0,0,1,4.5,20,3,5,16,0.2,0,100,1,10.5,11.5,0.95,0.86,0.95,2,2,1,1,111392,,21,6,3,5.25,13,0.25,0,1,10.5,12.5,1,0.84,2.35,2,2,280,0,1,24.5
357,4,0,1,0,0,1,0,0,0,1,4.5,20,3,5,16,0.2,0,100,1,10.5,11.5,0.95,0.86,0.95,2,2,1,1,111392,,21,6,3,5.25,13,0.25,0,1,10.5,12.5,1,0.84,2.35,2,2,280,1,1,27
359,1,1,1,1,0,0,0,0,0,1,0,22,4,4.25,26,0.17,0,100,2,7,15,1.02,0.85,0.82,3,3,1,1,111692,,0,26,4,5.05,26,0.25,0,2,7,16,1.05,0.87,0.82,3,2,281,0,1,22
359,1,1,1,1,0,0,0,0,0,1,0,22,4,4.25,26,0.17,0,100,2,7,15,1.02,0.85,0.82,3,3,1,1,111692,,0,26,4,5.05,26,0.25,0,2,7,16,1.05,0.87,0.82,3,2,281,1,1,26
360,1,0,1,1,0,0,0,0,0,0,3,25,2,4.25,13,0.15,1,100,2,7,15,1.06,0.84,0.89,3,3,1,1,111692,,5,32,7,5.05,4,0.25,0,2,7,16,1.05,0.87,0.82,3,3,282,0,1,28
360,1,0,1,1,0,0,0,0,0,0,3,25,2,4.25,13,0.15,1,100,2,7,15,1.06,0.84,0.89,3,3,1,1,111692,,5,32,7,5.05,4,0.25,0,2,7,16,1.05,0.87,0.82,3,3,282,1,1,37
361,1,0,1,1,0,0,0,0,0,0,6,13,5,4.25,26,0.22,0,100,2,7,16,1.02,0.91,0.85,3,3,1,1,110792,,4,23,6,5.05,26,0.18,0,2,7,16,0.9,0.93,0.92,3,2,283,0,1,19
361,1,0,1,1,0,0,0,0,0,0,6,13,5,4.25,26,0.22,0,100,2,7,16,1.02,0.91,0.85,3,3,1,1,110792,,4,23,6,5.05,26,0.18,0,2,7,16,0.9,0.93,0.92,3,2,283,1,1,27
362,2,0,1,1,0,0,0,0,0,0,6,13,,4.25,13,0.66,1,100,2,10.5,12.5,1.06,0.81,2.45,5,3,1,1,111292,,24,4,4,5.05,13,0.18,0,1,10.5,12.5,1.05,0.84,2.43,5,3,284,0,1,19
362,2,0,1,1,0,0,0,0,0,0,6,13,,4.25,13,0.66,1,100,2,10.5,12.5,1.06,0.81,2.45,5,3,1,1,111292,,24,4,4,5.05,13,0.18,0,1,10.5,12.5,1.05,0.84,2.43,5,3,284,1,1,28
363,2,0,1,1,0,0,0,0,0,2,0,25,3,4.25,18,0.18,0,75,2,10.5,12.5,1.06,0.8,2.45,4,3,1,1,111292,,14,7,2,5.2,4,0.13,0,2,10.5,12.5,1.01,0.8,2.43,4,4,285,0,1,25
363,2,0,1,1,0,0,0,0,0,2,0,25,3,4.25,18,0.18,0,75,2,10.5,12.5,1.06,0.8,2.45,4,3,1,1,111292,,14,7,2,5.2,4,0.13,0,2,10.5,12.5,1.01,0.8,2.43,4,4,285,1,1,21
364,2,0,1,1,0,0,0,0,0,3,3.5,20,3,4.25,13,0.12,1,,2,11,12,0.95,0.85,2.45,4,4,1,1,111492,,1,30,4,5.05,52,0.25,0,1,10.5,12.5,1.05,0.84,2.43,5,3,286,0,1,23.5
